,phone,word
66,AA N D ER AH N,"['ondoron', 'onduran']"
67,AA N D OW,"['ando', 'ondo']"
68,AA N EH T,"['onnecte', 'anette', 'onnect']"
70,AA N IY ER,"['anier', 'onnier']"
71,AA N K AO R D,"['oncord', 'oncorde']"
72,AA N M AH N,"['oneman', 'ahneman']"
73,AA N OW,"['ono', 'ano']"
74,AA N S AH N,"['onsson', 'onsen', 'onson']"
75,AA N S T IH T UW SH AH N,"['onstituion', 'onstitution']"
76,AA N T,"['onte', 'ontt', 'ente']"
77,AA N T AH G Y UW,"['ontagu', 'ontague']"
78,AA N T AH N,"['onton', 'ontin']"
79,AA N T IY,"['onte', 'onty']"
80,AA N T OW,"['onto', 'anto']"
81,AA N T R AH L,"['ontrol', 'ontreal']"
82,AA N Y AH,"['anya', 'onya']"
83,AA NG,"['ong', 'iang', 'aang']"
84,AA NG G ER,"['onger', 'angur']"
85,AA P,"['op', 'aap', 'opp']"
86,AA P ER,"['oper', 'opper']"
87,AA P ER T UW N AH T IY,"['pportunity', 'opportunity']"
88,AA P R AH,"['opyera', 'opera']"
89,AA P TH AH M AA L AH JH AH S T,"['ophthalmologist', 'opthamologist']"
91,AA R AA,"['arah', 'araa']"
92,AA R AA R,"['arar', 'arare']"
93,AA R AA R IY,"['arari', 'arare']"
94,AA R AH,"['araa', 'arah', 'ara']"
95,AA R AH L,"['aurel', 'arle']"
96,AA R AH N,"['aren', 'auren']"
97,AA R AH N T,"['aurent', 'arent']"
98,AA R B AH L,"['arbell', 'arble']"
99,AA R B ER,"['arber', 'arbour', 'arbor']"
100,AA R B IY,"['arbie', 'arby']"
101,AA R D AH N,"['ardon', 'arden']"
102,AA R D ER,"['ardor', 'arder']"
103,AA R D IY,"['ardi', 'ardy']"
104,AA R D IY N IY,"['ardhini', 'ardini', 'ardine']"
105,AA R EY,"['auret', 'arai', 'arare']"
106,AA R G,"['argue', 'argh', 'aaaaaaaargh']"
107,AA R G AH T,"['argot', 'arget']"
108,AA R IH R,"['ahrir', 'arrier']"
109,AA R IY AH,"['ariah', 'aria']"
110,AA R IY AH T,"['arriet', 'aureate']"
111,AA R IY ER,"['arrior', 'arrier']"
112,AA R IY N,"['aureen', 'arine', 'arin']"
113,AA R IY OW,"['areyio', 'ario']"
114,AA R IY S AH,"['arissa', 'arisa']"
115,AA R K AY V,"['rchive', 'archive']"
116,AA R K IY,"['arquis', 'arkey', 'arcy']"
117,AA R K IY AA L AH JH IH S T,"['archeologist', 'archaeologist']"
118,AA R K IY AA L AH JH IY,"['archaeology', 'archeology']"
119,AA R K IY AH L AA JH IH K AH L,"['archaeological', 'archeological']"
120,AA R L,"['arl', 'arle']"
121,AA R L AH N,"['arlin', 'arlan']"
122,AA R L AY L,"['arlisle', 'arlile', 'arlyle']"
123,AA R L IY,"['arly', 'arley', 'arely']"
124,AA R L OW,"['arlow', 'arlo']"
125,AA R M AH K,"['armouk', 'armack']"
126,AA R M AH N,"['armen', 'armann']"
127,AA R M ER,"['armer', 'armor']"
128,AA R M IH N,"['armin', 'armen']"
129,AA R M IH T,"['armite', 'ourmet']"
130,AA R N,"['arn', 'arne']"
131,AA R OW,"['aroh', 'aroe', 'aro']"
132,AA R S AH N,"['arsan', 'arsson', 'arson']"
133,AA R S IY,"['arcy', 'arsi']"
134,AA R SH AH,"['arcia', 'arsha']"
135,AA R SH AH L,"['artial', 'arshall']"
136,AA R SH AH N,"['artian', 'arshan']"
137,AA R T,"['arte', 'art']"
138,AA R T AH,"['artha', 'arta']"
139,AA R T IY,"['arte', 'arty', 'arti']"
140,AA R UW,"['aru', 'auru']"
141,AA R V AH L,"['arvel', 'arvell']"
142,AA R Z AH N,"['arsan', 'arzan']"
143,AA S AA IY,"['aasai', 'asai']"
144,AA S AH L,"['ossil', 'osul']"
145,AA S AH M,"['awesome', 'ossum', 'osm']"
146,AA S AH M ER,"['osmer', 'ossamer']"
147,AA S IH N,"['osin', 'oseon']"
148,AA S K OW,"['oscow', 'osco', 'oscoe']"
149,AA S L IH N,"['osslyn', 'ocelyne', 'oslin']"
150,AA S P AH L,"['ospil', 'ospel']"
151,AA S T,"['ost', 'osed']"
152,AA S T ER,"['oster', 'aster']"
153,AA T AA L IY,"['atalie', 'atali']"
154,AA T AH,"['otta', 'ota', 'ata']"
155,AA T AH L,"['otal', 'ottle', 'otel']"
156,AA T AH M,"['ottam', 'ottom']"
157,AA T AH N,"['otten', 'otton']"
158,AA T ER,"['otter', 'otor', 'otre']"
159,AA T IY,"['ottie', 'otti', 'ati']"
160,AA T OW,"['ato', 'otto']"
161,AA T Y AH,"['atya', 'atja']"
162,AA UW,"['aww', 'ou']"
163,AA V,"['ave', 'ov']"
164,AA V EY,"['avey', 'ave']"
165,AA Z AA R,"['azare', 'azaar']"
166,AA Z N IY AE K,"['osniak', 'ozniak']"
167,AE B,"['ab', 'abbe']"
168,AE B AH T,"['abbit', 'abbitt']"
169,AE B ER,"['aber', 'abber', 'abur']"
170,AE B IH T,"['abit', 'abbit', 'abbitt']"
172,AE CH,"['ach', 'iatch', 'atch']"
173,AE D,"['add', 'ad', 'had']"
174,AE D AH,"['adah', 'ada']"
175,AE D AH L,"['adal', 'addle']"
176,AE D AH M,"['adam', 'adame', 'addam']"
177,AE D AH N,"['adden', 'addon', 'aden']"
178,AE D ER,"['ader', 'adir']"
179,AE D IH D,"['adid', 'added']"
180,AE D OW,"['ado', 'adow', 'addow']"
181,AE D V AY Z ER,"['advisor', 'adviser']"
182,AE D V ER T AY Z IH NG,"['advertising', 'advertizing']"
183,AE D Y AH,"['adya', 'adia', 'adhya']"
184,AE F R AH N,"['afran', 'affron']"
185,AE F W EY,"['alfway', 'afeway']"
186,AE G,"['ague', 'ag']"
187,AE G AH L,"['aggle', 'agel']"
188,AE G AH N,"['agan', 'agen']"
189,AE G AH T,"['agat', 'agate']"
190,AE G IY,"['agi', 'aggie']"
191,AE JH IY,"['aji', 'agi']"
192,AE K AA N,"['akhan', 'haconne']"
193,AE K AH B S AH N,"['acobson', 'acobsen']"
194,AE K AH L IH N,"['acqueline', 'aclyn']"
195,AE K AH T,"['acket', 'ackot']"
196,AE K IH T,"['acket', 'ackett']"
198,AE K M AH N,"['ackman', 'acman']"
199,AE K N AA L IH JH M AH N T,"['acknowledgement', 'acknowledgment']"
200,AE K S AH N,"['accine', 'axon', 'ackson']"
201,AE K S IY D,"['axied', 'accede']"
202,AE K T,"['act', 'acked']"
203,AE K T ER,"['actor', 'acter', 'achter']"
204,AE L,"['all', 'alle', 'al']"
205,AE L AH L,"['allele', 'alal']"
206,AE L AH N,"['alen', 'allon']"
207,AE L AH N D ER,"['alander', 'alendar']"
208,AE L AH P,"['allup', 'allop']"
209,AE L ER,"['allor', 'alor']"
210,AE L F,"['alph', 'alf']"
211,AE L IH N,"['alin', 'allin']"
212,AE L IH T,"['allet', 'alit']"
213,AE L K,"['alk', 'alkh']"
214,AE L K AH N,"['alken', 'alcon', 'alkan']"
215,AE L K IY,"['alkie', 'alkhi']"
216,AE L K OW,"['alco', 'alko']"
217,AE L M AH N,"['alman', 'alamun']"
218,AE L OW,"['allo', 'alo', 'allow']"
220,AE M AH,"['amae', 'amma', 'ama']"
221,AE M AH N,"['amen', 'ammen', 'ammann']"
222,AE M B AH L,"['ampbell', 'amble']"
223,AE M D AH N,"['amdin', 'amdan']"
224,AE M ER,"['amer', 'ammer', 'amar']"
225,AE M ER AH,"['amera', 'amora']"
226,AE M F AH TH IY EY T ER,"['amphitheater', 'amphitheatre']"
227,AE M IH D,"['amed', 'amid']"
228,AE M IH N,"['amen', 'amin']"
229,AE M IH T,"['ammett', 'amet']"
230,AE M L IY,"['amley', 'amely']"
231,AE M OW,"['amow', 'ammo']"
232,AE N AH L AH,"['anila', 'antalla']"
233,AE N AH L AO G,"['analog', 'analogue']"
234,AE N AH M,"['anime', 'annum', 'anum']"
235,AE N AH N,"['annon', 'anon']"
236,AE N AH T,"['annot', 'anutt', 'anit']"
237,AE N AH T EY SH AH N,"['annotation', 'anitation']"
238,AE N AH T IY,"['annity', 'anity']"
239,AE N CH,"['anch', 'aunch']"
240,AE N D,"['ande', 'and']"
241,AE N D AH L,"['andel', 'andall', 'andal']"
242,AE N D ER,"['ander', 'andor']"
243,AE N ER IY,"['annery', 'anary']"
244,AE N IH K,"['anick', 'anic']"
245,AE N IH NG,"['anting', 'anning']"
246,AE N IH SH,"['anesh', 'anish']"
247,AE N IH SH AH,"['anisha', 'anesha']"
249,AE N S AH N,"['ansen', 'anson', 'anssen']"
250,AE N S ER,"['ancer', 'answer', 'ansour']"
251,AE N S IH NG,"['ansing', 'ancing']"
252,AE N S K IY,"['anski', 'ansky']"
253,AE N SH AH N,"['ansion', 'antian']"
254,AE N T,"['ant', 'aunt']"
255,AE N T AH N,"['antiaian', 'anton', 'antian']"
256,AE N T AY AE N,"['antiaian', 'antian']"
258,AE N T ER,"['antor', 'antar', 'anter']"
260,AE N Y,"['ane', 'anye']"
261,AE N Y AH,"['anya', 'ania']"
262,AE N Y UW,"['anyu', 'anew']"
263,AE N Y UW AH L,"['anual', 'anuel']"
264,AE NG,"['ang', 'uang', 'iang']"
265,AE NG K,"['hank', 'ank', 'anke']"
266,AE NG K AA K,"['angkok', 'ancock']"
267,AE NG K AH L,"['ankel', 'ankle']"
268,AE NG K AH N,"['ancun', 'ankan']"
269,AE P,"['app', 'ap']"
270,AE P AH N,"['apn', 'apan']"
271,AE P AH T AY T,"['appetit', 'appetite']"
272,AE P ER,"['apor', 'aper']"
273,AE P IH NG,"['apping', 'aping']"
274,AE P IH T AH L,"['apitol', 'apital']"
275,AE P IY,"['appy', 'api']"
276,AE R AH,"['arra', 'araa', 'ara']"
277,AE R AH L,"['arroll', 'arrel']"
278,AE R AH M,"['aram', 'arum']"
279,AE R AH N,"['arran', 'aran', 'arren']"
280,AE R IH T,"['arrett', 'arret']"
281,AE R IY,"['arey', 'arrie', 'arry']"
283,AE R OW,"['aroe', 'arrow']"
284,AE S AH,"['assa', 'asa']"
285,AE S AH L,"['asel', 'astle', 'asil']"
286,AE S AH L IY N,"['asoline', 'aseline']"
287,AE S ER,"['asser', 'assar']"
288,AE S IH T,"['asit', 'acit']"
289,AE S IY,"['asey', 'assey']"
290,AE S K,"['asque', 'ask']"
291,AE S K OW,"['ascaux', 'asco']"
292,AE S T AH N,"['asten', 'aston']"
293,AE S T ER,"['astor', 'aster']"
294,AE SH,"['asch', 'ash']"
295,AE SH AH,"['asha', 'ascha']"
296,AE SH AH N,"['ashion', 'aschen', 'assion']"
297,AE T,"['hat', 'att', 'at']"
298,AE T AH,"['hat', 'ata']"
299,AE T AH M,"['atum', 'atom']"
300,AE T ER,"['atter', 'atar']"
301,AE T ER D EY,"['atterday', 'aturday']"
302,AE T IY,"['attie', 'atie', 'atty']"
303,AE T M AH N,"['atmen', 'atman']"
304,AE T S AH N,"['ateson', 'atson']"
305,AE TH ER,"['ather', 'athare']"
306,AE TH IY,"['athi', 'athy']"
307,AE TH R IH N,"['athryn', 'atharine']"
308,AE TH Y UW,"['atthieu', 'atthew']"
309,AE V AH L,"['aval', 'avel']"
310,AE V AH N,"['aven', 'avan']"
311,AE V Y ER,"['avier', 'avior']"
312,AE Z AH L,"['azel', 'asil']"
313,AH AH,"['uhuh', 'uhhuh']"
314,AH B AA R,"['abbar', 'abar']"
315,AH B AH,"['aba', 'yaba']"
316,AH B AH N,"['abon', 'ubbon']"
317,AH B ER,"['ubber', 'abur']"
318,AH B ER D,"['aboard', 'ubbard']"
319,AH B IH T,"['abit', 'abbitt']"
320,AH B JH EH K T,"['ubject', 'object']"
321,AH B L IH N,"['oblin', 'ublin']"
322,AH B OW D,"['abode', 'obode']"
323,AH B R IY,"['abri', 'ubrey']"
324,AH B R IY EH L,"['abrielle', 'abriel']"
327,AH CH,"['ach', 'uch', 'utch']"
328,AH CH ER,"['ature', 'utcher']"
329,AH CH IH N,"['achin', 'uchenne']"
330,AH CH M AH N,"['utchman', 'utchmen']"
331,AH D AH,"['uddha', 'adah']"
332,AH D AH N,"['udden', 'udon', 'uden']"
333,AH D ER,"['udre', 'ader', 'udur']"
334,AH D IH D,"['uided', 'adid']"
335,AH D IH K SH AH N,"['addiction', 'ddiction']"
336,AH D IH K T IH D,"['ddicted', 'addicted']"
337,AH D IH R AH,"['adira', 'adeira']"
338,AH D IH SH AH N AH L,"['additional', 'dditional']"
340,AH D IH SH N AH L IY,"['additionally', 'dditionally']"
341,AH D IY,"['uddy', 'adi', 'adie']"
342,AH D R AH,"['udre', 'udra']"
344,AH DH ER,"['other', 'uthor', 'uther']"
345,AH DH ER IH NG,"['othering', 'uthering']"
346,AH DH ER L AE N D,"['utherland', 'otherland']"
348,AH F AA R,"['affar', 'afar']"
349,AH F AA R IY,"['aafari', 'afari']"
350,AH F AH T,"['uffet', 'uffett']"
351,AH F AO R D AH B AH L,"['affordable', 'ffordable']"
352,AH F EH K T AH D,"['ffected', 'affected']"
354,AH F EH K T IH V,"['affective', 'ffective']"
355,AH F EH K T IH V L IY,"['ffectively', 'affectively']"
356,AH F EH R,"['ffair', 'affair']"
357,AH F ER,"['uffer', 'afer', 'afire']"
358,AH F ER M AH T IH V,"['affirmative', 'ffirmative']"
359,AH F IH SH AH L,"['fficial', 'official']"
360,AH F IH SH AH L IY,"['officially', 'fficially']"
361,AH F IH T,"['afitte', 'uffett']"
362,AH F IY L D,"['afield', 'uffield']"
363,AH F T IY,"['afety', 'ufti']"
364,AH G,"['agh', 'ag']"
365,AH G AH L,"['agel', 'agle']"
366,AH G ER,"['ugger', 'agger', 'agar']"
367,AH HH AA HH AH,"['ahahaha', 'uhahaha']"
368,AH HH AA R,"['ahar', 'ajjar']"
369,AH HH EH D,"['ahead', 'ahid']"
370,AH HH IY M,"['aheem', 'ahim']"
371,AH JH,"['age', 'udge', 'aj']"
372,AH JH AH S T IH D,"['djusted', 'adjusted']"
373,AH K AA N,"['akhan', 'akon', 'acan']"
374,AH K AA R,"['akare', 'akar']"
376,AH K AO R D IH NG,"['according', 'ccording']"
377,AH K AO R D IY AH N,"['accordion', 'ccordion']"
378,AH K EY ZH AH N AH L IY,"['occasionally', 'ccasionally']"
380,AH K IH M,"['ockim', 'akim']"
382,AH K OW M AH,"['akouma', 'acoma']"
383,AH K S AH N,"['ucson', 'ackson']"
384,AH K T,"['ucked', 'uct']"
385,AH L AA M,"['olam', 'alaam']"
386,AH L AA T,"['alot', 'allot']"
389,AH L AH M B OW,"['olombo', 'olumbo']"
390,AH L AH N,"['alen', 'ullen']"
391,AH L AW,"['alau', 'allow']"
392,AH L AW D,"['aloud', 'allowed']"
393,AH L AY T,"['alight', 'elite']"
394,AH L D,"['alled', 'ald']"
395,AH L EH K,"['alech', 'aleck']"
396,AH L EH K T,"['ialect', 'ollect']"
397,AH L EH R IY,"['alary', 'alerie']"
398,AH L ER,"['alor', 'allor', 'oyllur']"
399,AH L IH N S K IY,"['olinsky', 'alinsky']"
400,AH L IH NG,"['ulling', 'alling']"
401,AH L IY AH M,"['elium', 'alium']"
402,AH L IY L,"['allele', 'aleel']"
403,AH L OW,"['elow', 'alo', 'alot']"
404,AH L OW N,"['ologne', 'alone']"
405,AH L OW N IY,"['alone', 'aloney']"
406,AH L S ER,"['ulsar', 'ulcer']"
407,AH L T AH N,"['ulton', 'olton']"
408,AH L UW SH AH N,"['olution', 'ollution']"
409,AH M AA R,"['amar', 'umarr', 'amarr']"
410,AH M AE R,"['umarr', 'amarr']"
411,AH M AH N,"['amon', 'mon']"
412,AH M AY R,"['amire', 'umire']"
413,AH M ER,"['ummer', 'amer', 'umer']"
414,AH M EY,"['umais', 'amae']"
416,AH M IY,"['ami', 'ummy', 'amy']"
417,AH M IY L,"['amille', 'amil']"
418,AH M IY L AH,"['amila', 'amela']"
419,AH N AA N,"['anaan', 'anon']"
420,AH N AH L,"['unnell', 'unnel']"
421,AH N AH M,"['unum', 'anum']"
422,AH N AH N,"['unan', 'anaan']"
423,AH N AW N S ER,"['nnouncer', 'announcer']"
424,AH N D,"['und', 'and', 'nd']"
425,AH N D AH N,"['undone', 'undin']"
426,AH N D ER L IY,"['underly', 'underlie']"
427,AH N D EY,"['unday', 'onday']"
428,AH N D IY,"['undie', 'undi', 'undy']"
429,AH N D IY AH N,"['andhian', 'unndian']"
430,AH N D UW,"['undue', 'undo']"
431,AH N EH L,"['unnell', 'anel']"
432,AH N EH T,"['anette', 'onnet']"
433,AH N G EY,"['ungai', 'ungay']"
434,AH N IH NG,"['uning', 'unning']"
435,AH N IY ER,"['unior', 'anier', 'uneier']"
436,AH N IY N,"['anine', 'unene']"
437,AH N IY SH AH N,"['hoenician', 'enetian']"
438,AH N K AA P AY AH B AH L,"['uncopiable', 'uncopyable']"
440,AH N N,"['anaan', 'unne']"
441,AH N OW,"['uno', 'no', 'ano']"
442,AH N OY,"['annoy', 'anoi']"
443,AH N S IY,"['annsee', 'ancy']"
444,AH N SH EY K AH B AH L,"['unshakable', 'unshakeable']"
445,AH N T,"['ant', 'unt']"
446,AH N Y AH N,"['unnion', 'nion', 'onion']"
447,AH NG,"['ung', 'eung']"
448,AH NG G ZH UW,"['angzhou', 'uangzhou']"
449,AH NG K,"['ayank', 'unk']"
450,AH NG K ER,"['unker', 'uncker']"
451,AH P AE N,"['upin', 'apan']"
452,AH P EH N D AH D,"['appended', 'upended']"
454,AH P EH R AH N T L IY,"['apparently', 'pparently']"
455,AH P ER,"['uper', 'upper', 'apur']"
456,AH P ER M AH N,"['uperman', 'upermen']"
457,AH P IH N,"['upin', 'uppin']"
458,AH P IH NG,"['upping', 'aping']"
459,AH P IH R,"['appear', 'apere']"
460,AH P IY,"['appy', 'api', 'uppy']"
461,AH P L AY,"['pply', 'upply', 'apply']"
462,AH P L AY D,"['pplied', 'applied']"
464,AH P OW Z IH NG,"['upposing', 'opposing']"
465,AH P R EH S T,"['oppressed', 'ppressed']"
466,AH P R IY SH IY EY SH AH N,"['ppreciation', 'appreciation']"
467,AH P R IY SH IY EY T,"['appreciate', 'ppreciate']"
468,AH P R OW CH,"['pproach', 'approach']"
469,AH P R OW CH IH NG,"['pproaching', 'approaching']"
470,AH R AA K AH,"['uhraka', 'araca']"
471,AH R EY,"['urray', 'rray']"
472,AH S AA N,"['asan', 'assan']"
473,AH S AH L,"['ustle', 'ussell', 'uscle']"
474,AH S AH M P SH AH N,"['assumption', 'ssumption']"
475,AH S AO,"['assau', 'asaw']"
476,AH S AY D,"['aside', 'eside']"
477,AH S AY N D,"['assigned', 'esigned']"
478,AH S EH N,"['assen', 'acen', 'asen']"
479,AH S EH N T,"['assent', 'ascent']"
480,AH S EH SH AH N,"['ecession', 'assion']"
481,AH S EH T,"['assette', 'essette']"
482,AH S EH T IH K,"['acetic', 'ascetic']"
483,AH S ER,"['asser', 'aser']"
484,AH S ER T,"['assert', 'ussert']"
485,AH S IH D IH K,"['asidic', 'acidic']"
486,AH S IH N,"['osin', 'asin']"
487,AH S IH NG,"['acing', 'assing', 'osing']"
488,AH S IH T,"['asit', 'ussett']"
489,AH S IY AH,"['osia', 'assia']"
490,AH S IY M OW,"['osimo', 'assimo']"
491,AH S K,"['usk', 'asque', 'ask']"
492,AH S OW S IY AH T,"['ssociate', 'associate']"
494,AH S OW S IY EY T AH D,"['ssociated', 'associated']"
498,AH S P EH K T,"['uspect', 'espect']"
499,AH S T AH N,"['usten', 'aston']"
500,AH S T IY,"['asty', 'usty']"
501,AH S T R AH L,"['astral', 'ostrel']"
502,AH S UW M IH NG,"['assuming', 'ssuming']"
503,AH SH ER,"['ashir', 'usher']"
504,AH SH IY D,"['asheed', 'ashid']"
505,AH T AA M IH K,"['atomic', 'iatomic']"
506,AH T AA R,"['atar', 'uhtar']"
507,AH T AA R IY,"['atari', 'atahari', 'aatari']"
508,AH T AE CH T,"['attached', 'ttached']"
509,AH T AE K,"['ttack', 'attack']"
510,AH T AE K ER,"['ttacker', 'attacker']"
511,AH T AH L,"['attel', 'ubtle', 'atal']"
512,AH T AH M,"['atum', 'utumn']"
513,AH T EH L,"['attelle', 'attel', 'atel']"
514,AH T ER,"['atur', 'uhtar', 'utter']"
515,AH T ER N IY,"['ttorney', 'attorney']"
516,AH T R AE K T IH V,"['ttractive', 'attractive']"
517,AH T R AH,"['utra', 'atra']"
518,AH T UW,"['attoo', 'atou']"
519,AH TH,"['oth', 'ath']"
520,AH TH AO R AH T IY,"['uthority', 'authority']"
522,AH V,"['ove', 'of', 'ave']"
523,AH V AE N AH,"['avana', 'avannah']"
524,AH V AH N,"['oven', 'avan']"
525,AH V IH L,"['aville', 'eville']"
526,AH W EH R,"['aware', 'eware']"
527,AH Z IY,"['asey', 'azi']"
528,AH Z UW K AH,"['azooka', 'ezuka']"
529,AO D,"['aude', 'aud', 'od']"
530,AO F ER D,"['offered', 'offord']"
531,AO F L IH N,"['offline', 'aughlin']"
532,AO G ER,"['augur', 'auger']"
533,AO K,"['auk', 'awk', 'oc']"
534,AO K AH N,"['ochen', 'awken']"
535,AO L D,"['oalled', 'ald']"
536,AO L IH NG,"['alling', 'auling']"
537,AO L IY,"['awley', 'allie', 'aulie']"
538,AO L M ER,"['allmer', 'almer']"
539,AO L T,"['alt', 'ault']"
540,AO L T ER,"['altar', 'alter']"
541,AO N AH HH Y UW,"['onoghue', 'onohue']"
543,AO N D,"['eyond', 'ond', 'onde']"
544,AO N T,"['ontt', 'aunt']"
545,AO NG,"['ong', 'eong']"
546,AO R AH M,"['oram', 'orum']"
547,AO R AH S T,"['orest', 'orrest']"
548,AO R CH ER,"['orture', 'eourture']"
549,AO R CH ER D,"['orchard', 'ortured']"
550,AO R D AH M,"['oredom', 'ordham']"
551,AO R D AH N,"['ordon', 'ordan', 'orden']"
552,AO R D ER,"['order', 'ordor']"
553,AO R EY N,"['orane', 'orraine']"
554,AO R F,"['orff', 'orfu']"
555,AO R G,"['oerg', 'org']"
556,AO R G AH N,"['orgen', 'orgon', 'organ']"
557,AO R G AH T,"['orgot', 'orget']"
558,AO R IH NG,"['oaring', 'oering', 'oring']"
560,AO R IY EH N T IH D,"['oriented', 'orientated']"
561,AO R IY N,"['oreen', 'aureen']"
562,AO R IY N AH,"['orina', 'oreana']"
563,AO R JH,"['eorge', 'orge']"
564,AO R JH IY,"['eorgie', 'orgy']"
565,AO R M AH N,"['ormon', 'orman']"
566,AO R N,"['orn', 'ouorn']"
567,AO R N AH L,"['ornel', 'ornell']"
568,AO R S IY,"['orse', 'orsey']"
569,AO R S T,"['orset', 'orst', 'orced']"
570,AO R T,"['orte', 'ort', 'ourt']"
571,AO R T ER,"['orter', 'uarter']"
572,AO S AH L,"['osul', 'ausal']"
573,AO S K OW,"['osco', 'oscoe']"
575,AO SH,"['osch', 'osh']"
576,AO T AH M,"['autem', 'autumn']"
577,AO T IY,"['eauty', 'aughty']"
578,AO T OW M AE T IH K,"['utomatic', 'automatic']"
579,AO TH ER,"['author', 'uthor']"
580,AO Z AH N,"['osin', 'ohsin']"
581,AW AH L,"['aoul', 'owel']"
582,AW D,"['oud', 'owd']"
583,AW D ER,"['ouder', 'owder', 'auder']"
584,AW D IY,"['audi', 'owdie']"
585,AW ER,"['auer', 'hour', 'our']"
586,AW ER D,"['oward', 'owered']"
587,AW ER IH NG,"['ouring', 'owering']"
588,AW ER IY,"['ourie', 'owery']"
589,AW G,"['oug', 'auge']"
590,AW IY,"['aui', 'owie']"
591,AW K,"['auk', 'ouck']"
592,AW L,"['oul', 'owl']"
593,AW L IH NG,"['owling', 'auling']"
594,AW L IY,"['aulie', 'oughly', 'owley']"
595,AW L OW,"['aolo', 'oulo']"
596,AW N D,"['ound', 'eound']"
597,AW N S AH L,"['ounsel', 'ouncil']"
598,AW N T AH N,"['ountain', 'ownton']"
599,AW R,"['oure', 'hour', 'our']"
600,AW R L IY,"['hourly', 'ourly']"
601,AW S AH,"['ausa', 'ousa', 'oussa']"
602,AW S EH F,"['ousseff', 'ousef']"
603,AW T,"['oubt', 'oute', 'out']"
604,AW T IH NG,"['oubting', 'outing']"
605,AW V,"['wwww', 'ouve']"
606,AY AA L AO G,"['ialogue', 'ialog']"
607,AY AA OW,"['iao', 'ayao']"
608,AY AE D,"['iadh', 'iad']"
609,AY AH,"['aja', 'aia', 'aya']"
610,AY AH B,"['iub', 'iab']"
611,AY AH L,"['iall', 'aisle', 'ial']"
613,AY AH M,"['aiyum', 'iome']"
614,AY AH N T,"['iant', 'ayant']"
615,AY AH T,"['aisut', 'iet', 'yatt']"
616,AY B AH L,"['ible', 'eibel']"
617,AY B ER,"['ibor', 'iber']"
618,AY B ER T,"['aibert', 'bert', 'ibert']"
